2.564914541701000417e+01	3.268000305776306504e+02
2.552588703411580084e+01	3.956734066348033139e+02
2.560572679774371352e+01	3.982434827562591977e+02
2.926171661593196305e+01	4.489566245046090103e+02
3.730722582704948564e+01	1.697355704083659589e+02
3.780621140329878926e+01	1.800901761271144892e+02
3.774135022728233224e+01	1.811755943772375019e+02
3.774843491152417130e+01	1.868554075797838152e+02
3.782035217764034485e+01	1.879760134175849657e+02
3.782412156154818206e+01	1.891241952773182788e+02
3.771625940075612249e+01	1.902848148233109669e+02
3.752507453987213637e+01	2.040457088133742047e+02
3.755472258243710826e+01	2.051509861070280181e+02
3.754870678563729314e+01	2.063255603697083984e+02
3.732782883964632248e+01	2.267201238947713193e+02
3.732539153257034314e+01	2.319007319722915383e+02
3.748221608191304455e+01	2.329371273975679344e+02
3.755721396704749537e+01	2.339737675266735835e+02
3.750376849990864514e+01	2.350515941896583172e+02
3.837661546399277768e+01	2.445485775621798155e+02
3.845476788042792293e+01	2.456374647719465543e+02
3.853569963733701798e+01	2.466953469044123892e+02
3.868841916845909168e+01	2.477392001121097849e+02
3.888503513291253455e+01	2.487985593403230382e+02
3.904116135945270116e+01	2.498680962716707370e+02
3.912800084105285947e+01	2.509204823023525819e+02
3.916946225962433203e+01	2.519560204047866137e+02
3.919442029233069746e+01	2.529888913932037440e+02
3.921544697390338996e+01	2.540333064963909067e+02
3.860640589117396360e+01	2.569628950175359137e+02
3.867528535356849062e+01	2.578588819988715386e+02
3.966850369047936198e+01	2.759228916304724635e+02
3.962905163479106108e+01	2.849759614533223839e+02
3.980558114245113188e+01	2.859516134425077212e+02
3.998383923082424474e+01	2.869656397966077179e+02
3.997282640610954729e+01	2.879994274394682634e+02
3.988376766910054982e+01	2.890390335050850581e+02
3.972610769794929553e+01	2.900769170165125388e+02
3.955242953326268207e+01	2.911035813284892129e+02
3.945849860399074061e+01	2.921195256467059380e+02
3.936059775402825522e+01	2.931290950552205459e+02
3.927208790542254491e+01	2.988641614742437582e+02
3.934082443554236619e+01	2.998651436250074198e+02
3.929922666197924741e+01	3.008530334384691969e+02
3.934257734338925871e+01	3.018421502231799423e+02
3.958816149096853820e+01	3.028430270578385262e+02
3.965220580522149163e+01	3.079549945699458817e+02
3.966853270479678883e+01	3.089433578859102454e+02
3.969658526828081335e+01	3.099190335829436549e+02
3.974829807733576814e+01	3.109071295900259884e+02
3.982483202932191801e+01	3.119242443182499187e+02
3.991134884222771007e+01	3.129520756827284913e+02
4.000989887193276928e+01	3.139767480346767456e+02
4.001933395302955887e+01	3.150108062374321776e+02
3.990316687655271721e+01	3.160533395649748059e+02
3.976558143385705790e+01	3.170745764956530479e+02
3.963285013045593530e+01	3.180528956794764213e+02
3.955577240848094789e+01	3.190053456912702927e+02
3.962608884147549304e+01	3.199729407586313528e+02
3.926737611091222391e+01	3.249779860940848266e+02
4.067187511588330295e+01	3.330503991805303485e+02
4.064049953929684023e+01	3.340894803953671044e+02
4.195510583252968928e+01	4.039771227359811405e+02
4.201123917722504331e+01	4.049952554663014439e+02
4.202833562589203353e+01	4.060235612117872961e+02
4.197862993696442402e+01	4.070456955141279423e+02
4.186222276330558856e+01	4.080538827704316986e+02
4.174114768816227894e+01	4.090496664038054178e+02
4.169320335985853632e+01	4.100361326259946964e+02
4.174766462039180936e+01	4.110241461224833301e+02
4.184502379712444764e+01	4.120340792334539515e+02
4.187469779905336509e+01	4.130761104339376857e+02
4.178870726372741018e+01	4.141384334555739883e+02
4.157380481231046332e+01	4.152136687065600427e+02
7.193861848392624836e+01	9.779611567766214364e+01
7.111437332597694194e+01	9.257996355430032054e+01
7.175342417938934148e+01	9.388212356018618721e+01
7.380085626875010973e+01	1.005705079414501739e+02
7.494804247722507284e+01	1.023941418281146412e+02
7.965495027470244338e+01	4.346687627530841951e+02
7.875222933073287379e+01	1.058182046291770178e+02
8.048200350749168308e+01	4.384287224432386552e+02
8.072965649321223225e+01	1.086659914729395382e+02
7.989078863920440199e+01	1.119362447519784780e+02
8.150865756644914484e+01	4.405254126035835611e+02
8.112569662879705845e+01	1.091009847517221800e+02
8.240945707676337406e+01	1.112903694045933776e+02
8.102576072587429223e+01	1.143051147698593866e+02
8.353615622327039603e+01	1.133673948158308917e+02
8.251272615356279516e+01	1.166135083345396311e+02
8.451198197945841173e+01	1.192868284103751790e+02
8.390566186115067637e+01	1.151771666240027230e+02
8.650312324577356549e+01	1.183883972309765653e+02
8.817665468453833455e+01	1.211318259720648598e+02
8.948836199892286913e+01	1.242664280059985344e+02
9.038876450475761715e+01	1.262684585332237788e+02
8.965087044927714999e+01	1.308297195820495347e+02
9.164978122194264643e+01	1.284587792489220419e+02
9.293519563041046183e+01	1.305560479948177317e+02
9.238861746947236497e+01	1.352535067363583039e+02
9.377686530201951598e+01	1.323854348245962171e+02
9.311854989435315133e+01	1.370687566119359246e+02
9.456449686605668603e+01	1.343656912703280568e+02
9.301270640855825889e+01	1.374015500244879604e+02
9.608945169627423866e+01	1.368424292234456914e+02
9.456290979290363907e+01	1.397458664100877854e+02
9.632244882586839196e+01	1.372160604148894265e+02
9.532745059626968498e+01	1.416751934122798673e+02
9.746199702448623725e+01	1.392656836821100512e+02
9.612003113887641348e+01	1.434346227809048173e+02
9.719220102668607808e+01	1.451217588770040834e+02
9.836110469640783549e+01	1.472196671464912185e+02
9.903764984761259882e+01	1.490187131730443753e+02
9.844398047054554013e+01	1.492452990298435509e+02
1.000101001019471880e+02	1.510052087899226763e+02
9.954065417407149141e+01	1.511222251591568693e+02
1.009486289832237986e+02	1.529686404299528988e+02
1.006531345611086294e+02	1.531681759049406821e+02
1.020863825126153870e+02	1.550480046102444760e+02
1.092945673920656304e+02	3.088845152118178135e+02
1.091427402200785934e+02	1.695755832336343474e+02
1.101370939115198979e+02	3.071377612789510749e+02
1.126150355643491707e+02	3.143709889446461148e+02
1.122015198571775443e+02	1.755863344603596659e+02
1.126025098457962912e+02	3.106155377657736949e+02
1.129643462120048696e+02	1.775119460655176056e+02
1.138212793525563740e+02	1.794310117432594609e+02
1.165570892213775664e+02	3.214975357051545188e+02
1.164150064827726681e+02	3.176199607568691476e+02
1.181003661318417244e+02	2.460748666502079516e+02
1.181464345505224003e+02	2.470127874973704536e+02
1.181979864674151912e+02	2.479601414547205991e+02
1.182532275709091607e+02	2.489263604059166255e+02
1.195391342036319315e+02	1.907645823193577144e+02
1.191316179540767735e+02	2.422752353916951620e+02
1.192036850094274030e+02	2.527843686373842615e+02
1.192244690134760106e+02	2.537540552982802637e+02
1.203973941970515398e+02	1.927633160532869567e+02
1.202587956673061456e+02	2.557294726228093111e+02
1.207303629843498527e+02	3.237008033396264182e+02
1.213831823606076057e+02	3.282622733387879634e+02
1.211348263278323714e+02	1.946476434773330197e+02
1.211409632286907510e+02	2.386077893661083635e+02
1.215526720234909561e+02	3.287116156538845644e+02
1.225501777577439242e+02	1.967973381510695674e+02
1.221926466454209930e+02	2.376556550113892854e+02
1.220944106780371357e+02	2.606096910022340012e+02
1.216021967902952241e+02	3.291919284660588687e+02
1.223608306268382080e+02	1.974514590680363995e+02
1.232759782445493926e+02	1.987244135791813164e+02
1.231244452988792517e+02	2.368346910157585796e+02
1.237020461597776944e+02	3.277402497431834263e+02
1.251817725359314863e+02	3.301116116432602325e+02
1.230784002285457603e+02	3.315135070297353650e+02
1.241518274586878618e+02	2.359821299506145920e+02
1.239473636304520028e+02	2.634212654066468531e+02
1.252540068808214073e+02	3.302102236922387419e+02
1.242587772963018296e+02	3.335159180664883252e+02
1.248933512015627088e+02	1.808302528051605975e+02
1.250396912103618519e+02	2.653971617246702976e+02
1.269270084776539420e+02	3.326412208899834013e+02
1.256946739639530506e+02	3.357335262443560850e+02
1.260697029702970298e+02	2.045170297029702908e+02
1.266711236115751689e+02	2.058409744677204003e+02
1.258821413705024810e+02	2.661602515949655299e+02
1.280928029209366628e+02	3.344978176521684645e+02
1.274435701256092699e+02	3.383862119197115135e+02
1.276377755283565136e+02	2.078465208544807865e+02
1.273583067909332840e+02	2.340147214591725344e+02
1.272602087157067388e+02	2.683326625012818454e+02
1.277680178056977667e+02	3.348960226461834964e+02
1.284583012628727090e+02	2.097725122643132920e+02
1.284161616930929313e+02	2.328844791222388437e+02
1.286204513400510905e+02	3.367941532517583596e+02
1.287665529942034652e+02	3.408735995914869363e+02
1.306162538769246453e+02	1.944713509382964105e+02
1.293062844415900940e+02	2.117466400078154152e+02
1.295580387442204255e+02	2.315281088169610371e+02
1.296902641509433920e+02	3.155639245283018681e+02
1.298137942207428637e+02	1.901361601225367508e+02
1.299925238536580423e+02	2.137120691774156853e+02
1.306968290486457249e+02	2.302269859566781349e+02
1.298404625591400077e+02	2.723015441345688146e+02
1.315905085284219922e+02	3.208535682456500240e+02
1.308574727312733899e+02	2.164883737780152728e+02
1.309952898488269852e+02	2.732656482167789704e+02
1.329314148816289105e+02	2.199670965488732008e+02
1.315489213121003615e+02	2.272863608795855157e+02
1.334835412223139599e+02	1.997145741116937074e+02
1.352350145181382572e+02	1.982547232761780265e+02
1.366439676017695035e+02	2.185787495091468600e+02
1.352542505717181882e+02	2.026727208888932523e+02
1.369560613545689023e+02	2.195895992715713021e+02
1.350711235141898783e+02	3.230688299920026907e+02
1.373517640817456140e+02	2.013606608386769494e+02
1.373837730655520488e+02	2.204117300438372808e+02
1.366397825180992527e+02	3.245774687200162703e+02
1.391644222455549880e+02	1.963770309721375185e+01
1.393338609914298729e+02	2.545450672003650183e+01
1.393977529677784162e+02	3.412959299039005145e+01
1.383765255908010943e+02	2.216586464110141037e+02
1.381688317179919352e+02	3.261949419967901918e+02
